company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Zeta Dados,2,0,0,0,0,1,27.5,Data Engineer,Data Engineering,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Paytrack,4,0,0,0,0,0,27.0,Product,Product,13.9,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ipiranga,6,0,0,0,1,0,22.5,Other,Other,13.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Afya,3,0,0,0,0,2,27.0,Data Analyst,Analytics,13.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
First Decision,3,0,0,0,0,0,27.0,Other,Analytics,13.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nexocorp,3,0,0,0,0,0,27.0,Other,Other,13.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Rox Partner,3,0,0,0,0,2,27.0,Data Engineer,Data Engineering,13.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Banco Bci,2,0,0,0,0,0,27.0,HR,HR,13.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Clicksign,2,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Eurofarma,2,0,0,0,0,0,27.0,HR,HR,13.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Falconi,2,0,0,0,0,2,27.0,Data Engineer,Data Engineering,13.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
InfoPrice,2,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Peak One GmbH,2,0,0,0,0,0,27.0,Other,Management,13.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Infleet - Gestão de Frotas,4,0,0,0,1,0,22.5,Other,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Advance Auto Parts,3,0,0,0,0,1,26.7,Data Scientist,Data Science / AI,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
7-Eleven,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ACL,1,0,0,0,0,0,27.0,Other,Other,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ALTO TOSTADO COFFEE ROASTERS,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ANBIMA,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
APL - Administração de Pátios e Leilões,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AUTOPASS S/A,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Access Bank Plc,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AdapthaHumanos,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Agile Lab,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Agriness,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Agrosuper,1,0,0,0,0,0,27.0,Other,Other,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Alere,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Alium,1,0,0,0,0,0,27.0,Consultant,Consulting,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ancar,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Angeloni,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Aplicação Certa,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ArcelorMittal,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Argentum Investimentos,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Aseguradora Fortaleza,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Atomic Layer Deposition,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Autônomo / Projetos próprios,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
Açotel Indústria de Aço,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BIOTEGRO,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Better Collective,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bosonit,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bravos Energía,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bridges - Raising Standards,1,0,0,0,0,0,27.0,Consultant,Consulting,13.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
COMEIA,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CRV Parafusos,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Caju,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CandyCo LLC,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cargoblue Logística e Transportes,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cargoo,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Caylent,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cencosud S.A,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Certivity,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cheil Worldwide,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cidadania Já,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Clikalia,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CoE | Centro de Excelência Votorantim,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CoinDCX,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Comax smart E.R.P,1,0,0,0,0,0,27.0,Product,BI,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Consultant / Self-Employed,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Copel,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Copelme,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cust2Mate - A2Z (Nasdaq:AZ),1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DD Infosoft Pvt. Ltd. India,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DOT LABS,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DUX Company,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Drogaria Venancio,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Dualis,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Dynamox,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ETFbook,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Espresso | Gestão de Despesas Corporativas,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Essent,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
F&J Consultants,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
F/LIST,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
FARM Rio,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
FMCO,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
FRETTA & FRETTA,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Farmers Insurance,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Fizix,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Fondo Esperanza,1,0,0,0,0,0,27.0,Other,Other,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Fortgreen,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GO2 Markets,1,0,0,0,0,0,27.0,Operations,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GRUPO CRIAR,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Green River,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Growth Hackerz,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo H2,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Herval,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo I Corredores de Seguros,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo La Pastina,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Rubaiyat,1,0,0,0,0,0,27.0,HR,HR,13.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Hayamax Distribuidora de Produtos Eletronicos Ltda,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Hirevue,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Hot Beach Parques & Resorts,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
INDT Innovation,1,0,0,0,0,0,27.0,Operations,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
IQVIA,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Infinite Computer Solutions,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Infinite Lambda,1,0,0,0,0,0,27.0,Consultant,Consulting,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Insider Store,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Inspira Rede de Educadores,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Instituto Atlântico,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Instituto Nacional de Telecomunicações - Inatel,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Inusittá Ambientes Planejados,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Irmãos Jouglard,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
JobHome,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Jobcrown GmbH,1,0,0,0,0,0,27.0,Consultant,Consulting,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Julmos - Consultores | Advisors,1,0,0,0,0,0,27.0,HR,HR,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'advisors',,,
Jumbo Supermarkten,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Juntos Somos Mais,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Just Eat Takeaway.com,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
KIS Solutions,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
L3,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LRT2 Consultoria em Informática Ltda,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Lightsound Group,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Litcessory,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Luizalabs,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
M7 Soluções Financeiras,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MOVE.ON Business Transformation,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'transformation',,,
Mahovi Equipamentos Automotivos,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Malka Digital,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Maria Enterprise,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mercafacil,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Midway,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ministério da Cultura,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
Mistral Importadora,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Monest,1,0,0,0,0,0,27.0,Product,Product,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NCS Consultoria,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
NTT Ltd,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Naranti MX,1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Netrin,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Norte Marketing,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Obrela,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Odyssey Logistics,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Oportuna Consultoria,1,0,0,0,0,0,27.0,Consultant,Consulting,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Opticorp Bolivia,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Oystr - Robôs Inteligentes,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PD Case Informática Ltda,1,0,0,0,0,1,27.0,Data Engineer,Data Engineering,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PRAGMA,1,0,0,0,0,0,27.0,HR,HR,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Paradigma Business Solutions,1,0,0,0,0,1,27.0,Data Analyst,Analytics,13.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
"Paragon Films, Inc. México",1,0,0,0,0,0,27.0,HR,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Patriot Real Estate,1,0,0,0,0,0,27.0,HR,Management,13.6,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
Patton Labs Inc,1,0,0,0,0,0,27.0,Project / Program Manager,Management,13.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
